Address,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,SEX OFFENSES FORCIBLE,SEX OFFENSES NON FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
1600 Block of 20TH ST,1,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,7,0,0,0,3,0,2,0,0,0,0,3,0,0,2,5,2,1
900 Block of POTRERO AV,1,39,0,1,8,12,1,37,5,0,0,0,0,2,0,0,78,0,0,624,80,72,0,1,0,3,174,6,4,1,2,4,28,0,22,19,8,45,12
1200 Block of CONNECTICUT ST,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,2,2,10,0,0,2,1,0,0,0,0,0,0,2,0,0,2,5,0,0
0 Block of POWELL ST,0,87,3,0,52,6,1,49,7,2,0,1,94,150,0,1,634,4,4,11,161,172,0,0,0,47,0,35,2,0,19,0,34,0,14,23,0,92,11
1500 Block of FRANKLIN ST,0,2,0,0,10,0,0,2,0,0,0,0,2,2,0,1,13,0,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,0
2000 Block of CALIFORNIA ST,1,4,1,0,11,0,0,0,0,0,0,0,1,2,0,0,19,0,0,4,7,5,0,0,0,1,0,1,0,0,0,0,5,0,1,4,6,0,0
1600 Block of UNDERWOOD AV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
8TH ST / MARKET ST,0,38,0,0,3,1,1,18,2,0,0,0,3,3,0,2,129,0,1,7,67,57,0,0,1,24,0,1,2,0,2,0,13,0,0,3,6,13,2
FRANKLIN ST / HAYES ST,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,3,7,0,0
HYDE ST / MCALLISTER ST,0,14,0,0,0,1,0,23,1,0,0,0,0,0,0,0,53,0,0,0,14,34,0,0,0,4,0,1,0,0,1,1,4,0,1,10,3,9,0
BEACH ST / POLK ST,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,1,0
POST ST / WEBSTER ST,0,4,0,0,0,0,0,2,1,0,0,0,0,3,0,0,47,0,0,0,15,3,0,1,1,2,0,2,0,0,0,0,0,0,0,4,1,0,0
MISSION ST / 5TH ST,0,11,0,0,0,0,1,17,2,0,0,0,1,3,0,0,116,1,0,2,27,105,0,0,1,11,0,1,1,0,2,0,1,0,0,9,13,15,0
800 Block of FOLSOM ST,0,18,0,0,25,1,1,3,2,1,0,0,5,12,1,0,142,0,0,0,23,25,0,0,0,3,0,1,2,0,2,0,12,0,3,31,13,9,0
0 Block of GROVE ST,1,87,0,0,15,102,0,52,7,0,0,0,4,4,0,0,137,1,35,18,99,138,0,0,0,17,0,4,4,0,8,0,21,0,107,19,9,88,6
1000 Block of MISSION ST,3,117,0,0,41,4,3,58,2,0,0,0,15,18,0,9,173,2,0,10,172,103,0,1,4,34,0,12,11,0,8,1,35,0,7,42,30,57,14
1600 Block of HAIGHT ST,1,42,0,0,15,15,1,49,17,1,0,0,7,8,0,1,69,12,7,2,109,50,0,0,0,8,0,1,2,0,3,0,12,0,2,39,8,56,1
300 Block of MCALLISTER ST,0,5,0,0,0,0,0,3,0,0,0,0,2,4,0,0,22,0,0,1,5,9,0,0,0,2,0,0,2,0,0,0,2,0,0,3,2,2,0
400 Block of JOHNFKENNEDY DR,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700 Block of MIRAMAR AV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700 Block of 45TH AV,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0
3100 Block of 24TH ST,0,41,1,0,7,1,1,12,7,0,0,0,13,5,0,0,26,13,1,10,20,22,0,0,0,14,1,5,0,0,1,0,17,0,1,18,3,18,6
1700 Block of OCEAN AV,0,6,1,0,7,0,0,1,1,0,0,0,4,3,0,0,28,0,0,0,15,12,0,0,0,8,1,0,1,0,0,0,1,0,2,6,5,2,0
0 Block of OFARRELL ST,0,15,0,0,121,1,0,25,0,5,0,0,15,15,0,0,624,1,0,5,22,146,0,0,1,11,0,4,0,0,11,0,8,0,6,26,8,101,2
3600 Block of LYON ST,2,6,0,0,0,1,0,0,0,0,0,0,3,4,0,1,225,0,0,3,36,8,0,0,0,0,0,2,0,0,2,0,6,0,0,13,15,0,0
29TH ST / SAN JOSE AV,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,2,0
0 Block of ATHENS ST,0,4,0,0,4,1,0,3,0,0,0,0,0,0,0,0,6,0,0,2,4,5,0,0,1,0,0,0,0,0,1,0,4,0,2,3,5,0,0
1200 Block of 3RD ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
300 Block of CLAY ST,0,6,0,0,8,0,0,3,0,0,0,0,6,2,0,0,29,0,0,2,8,8,0,0,0,3,0,0,0,0,1,0,4,0,3,2,1,2,0
1900 Block of SUTTER ST,0,3,0,0,26,2,0,2,1,0,0,0,1,1,0,0,26,0,0,2,4,9,0,0,0,4,0,1,0,0,0,0,3,0,0,9,7,4,0
100 Block of MELROSE AV,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
100 Block of APPLETON AV,0,29,0,0,8,0,0,0,0,0,0,1,0,1,0,0,5,0,0,23,20,14,0,0,1,0,1,6,6,0,0,0,9,0,2,18,16,3,9
200 Block of CRESTLAKE DR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
300 Block of BAY ST,1,42,0,0,16,5,0,6,3,1,1,0,7,24,0,1,255,0,0,3,47,33,0,0,0,11,1,3,0,0,5,0,7,0,14,11,5,28,2
GOLDEN GATE AV / HYDE ST,0,22,0,0,0,1,0,189,3,1,0,0,2,7,0,0,67,0,0,4,22,76,0,0,0,21,0,2,1,0,3,0,18,0,2,10,2,40,11
HARRISON ST / 2ND ST,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,0,0,0,11,8,0,0,0,2,0,0,1,0,0,0,2,0,0,8,7,0,0
LEAVENWORTH ST / LOMBARD ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0
25TH AV / NORIEGA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
400 Block of GOLDEN GATE AV,0,4,1,0,0,0,0,6,0,1,0,0,5,5,0,0,15,0,0,0,22,18,0,0,0,1,0,2,0,0,1,0,5,0,1,5,3,11,2
17TH ST / MISSION ST,1,23,0,0,0,2,1,113,3,0,0,0,5,2,0,2,79,1,1,1,44,101,0,3,0,26,0,0,0,0,0,0,5,0,1,7,27,44,5
2300 Block of FILLMORE ST,0,8,0,0,13,1,0,0,0,1,0,0,22,3,0,0,25,0,0,0,9,2,0,0,1,4,0,0,0,0,2,0,7,0,1,3,0,5,0
200 Block of STILLINGS AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 Block of MISSION ST,0,20,0,0,12,1,0,2,1,3,0,0,6,13,0,0,90,0,0,2,34,14,0,0,0,6,0,0,2,0,0,0,7,0,1,13,4,5,1
MASON ST / EDDY ST,0,13,0,1,0,0,1,9,2,0,0,0,2,1,0,0,22,0,0,0,16,28,0,0,0,7,0,0,1,0,0,0,3,0,0,3,3,14,2
GEARY BL / 27TH AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
IVY ST / GOUGH ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1
4TH ST / MISSION ST,0,29,0,0,1,4,2,8,2,0,0,0,1,12,0,4,143,2,0,8,94,37,0,0,0,29,1,0,2,0,0,0,17,0,0,7,7,23,1
1800 Block of IRVING ST,0,19,1,0,3,0,0,3,2,0,0,0,4,2,0,0,12,0,0,0,15,9,0,0,0,3,0,1,0,0,1,0,4,0,4,3,1,12,0
700 Block of KIRKWOOD AV,0,65,0,0,12,2,0,6,2,0,0,1,0,3,0,0,8,0,0,9,19,25,0,0,3,6,1,20,1,0,1,0,23,0,0,35,19,19,22
300 Block of STOCKTON ST,0,19,0,0,13,3,0,9,0,1,0,0,4,21,0,0,78,0,0,3,31,15,0,2,0,3,1,0,2,0,2,1,6,0,10,11,5,3,0
1600 Block of LINCOLN WY,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,2,0,0,1,5,1,0
7TH ST / IRWIN ST,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
1500 Block of DOLORES ST,0,5,0,0,3,1,0,0,0,0,0,0,0,2,0,2,6,0,0,2,4,8,0,0,0,1,0,0,0,0,0,0,7,0,1,3,8,2,1
1500 Block of CALIFORNIA ST,0,28,0,0,12,0,1,9,0,1,1,0,1,5,0,0,40,0,0,7,32,10,0,4,1,7,0,0,0,0,2,0,5,0,1,17,1,12,1
100 Block of FUNSTON AV,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,13,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0
700 Block of VALLEJO ST,1,21,0,0,8,3,3,3,9,0,0,0,3,3,1,2,66,1,0,24,315,52,0,0,0,5,0,4,1,1,0,0,25,0,1,25,3,22,6
200 Block of BLYTHDALE AV,1,69,0,0,29,0,0,14,1,1,0,0,1,1,0,4,8,0,0,21,16,44,0,0,6,3,0,15,0,0,1,0,9,0,0,36,20,15,6
600 Block of 8TH ST,0,6,0,0,13,0,0,2,0,1,0,0,7,4,0,0,44,0,0,6,13,3,0,0,1,2,0,1,0,0,0,0,6,0,0,4,5,5,0
900 Block of PAGE ST,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,11,0,0,5,5,4,0,0,1,0,0,2,3,0,0,0,2,0,0,3,9,0,0
500 Block of LARKIN ST,1,28,0,0,8,2,0,19,0,0,0,0,2,2,0,0,30,0,0,6,26,21,0,0,1,3,0,8,0,0,2,0,4,0,3,12,5,10,2
0 Block of DORE ST,0,49,0,0,20,3,0,17,2,0,0,1,2,3,0,2,65,0,0,301,160,37,0,0,1,4,1,5,5,0,1,0,26,0,8,23,4,18,4
700 Block of COLUMBUS AV,0,7,0,0,3,1,0,1,0,0,0,0,0,0,0,0,8,0,0,3,6,6,0,0,0,1,0,1,0,0,0,0,2,0,0,11,0,3,0
5300 Block of DIAMONDHEIGHTS BL,0,27,0,1,1,0,0,3,1,0,0,0,1,1,0,0,14,0,0,8,8,12,0,0,0,1,0,5,3,1,0,0,6,0,0,7,13,3,0
POLK ST / WILLOW ST,0,3,0,0,0,1,0,14,0,0,0,0,0,0,0,0,6,0,1,0,0,13,0,5,0,4,0,0,0,0,0,0,2,0,0,2,3,14,0
1800 Block of 29TH AV,0,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0
1000 Block of BUSH ST,1,65,0,0,35,3,0,10,3,0,1,0,1,13,0,3,56,1,0,8,70,40,0,0,2,4,0,8,0,0,1,0,21,0,5,17,8,16,0
VALENCIA ST / 17TH ST,1,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,21,0,0,0,26,31,0,0,0,1,0,1,0,0,1,0,2,0,0,0,4,7,1
800 Block of JONES ST,0,24,0,0,15,0,0,0,1,0,0,0,0,2,0,1,19,0,0,2,10,10,0,0,3,1,0,10,0,0,1,0,3,0,2,11,2,6,1
600 Block of EDDY ST,1,118,0,0,26,0,1,74,8,0,0,1,9,9,0,2,74,4,0,15,113,77,0,1,0,13,1,20,7,0,5,0,19,0,5,21,14,44,7
1200 Block of UNION ST,1,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,4,0,0,5,3,0,0
2000 Block of MISSION ST,3,300,1,5,43,9,4,1865,19,0,4,0,32,59,0,12,169,15,10,23,231,1209,0,3,5,167,1,38,12,0,22,3,103,0,25,46,14,567,77
25TH AV / CLEMENT ST,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,8,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
800 Block of CAPP ST,0,22,0,0,4,0,0,1,0,1,0,0,0,0,0,0,17,0,0,106,58,18,0,0,1,5,1,1,0,0,1,0,10,0,0,16,2,3,1
HAIGHT ST / STANYAN ST,1,31,0,0,0,5,0,157,6,0,0,0,2,6,0,2,30,2,2,9,71,117,0,0,1,12,0,4,1,0,1,0,6,0,1,6,5,63,7
CRESCENT AV / FOLSOM ST,1,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,32,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0
0 Block of GLADYS ST,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,0,0
1800 Block of MASON ST,0,3,0,0,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,6,5,2,0,0,0,0,0,1,0,0,1,0,3,0,0,3,2,0,0
2200 Block of MISSION ST,0,143,0,1,16,2,0,130,8,0,1,0,14,22,0,6,142,8,1,5,68,136,0,3,1,34,1,25,3,0,7,0,28,0,8,42,5,74,19
5700 Block of MISSION ST,0,30,0,0,1,0,0,2,2,1,0,0,9,4,0,0,19,0,0,10,5,16,0,0,0,8,2,5,2,0,0,0,3,0,0,8,3,6,3
500 Block of HAYES ST,0,10,0,1,21,1,0,1,1,1,0,0,3,8,0,0,87,0,0,1,6,14,0,0,1,4,0,1,0,0,3,0,3,0,2,9,1,5,0
ELLIS ST / JONES ST,2,92,0,0,1,3,1,426,3,0,0,0,4,4,0,1,32,0,1,5,57,296,0,0,5,50,0,2,2,0,0,0,14,0,1,5,11,146,20
ZOE ST / BRANNAN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
DIVISADERO ST / TURK ST,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,1,2,16,0,0,0,4,0,0,0,0,1,0,0,0,0,4,3,1,0
1700 Block of 11TH AV,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
1100 Block of BUSH ST,0,36,1,0,12,2,0,3,2,0,0,0,6,5,0,1,34,0,0,16,43,15,0,0,0,3,1,6,1,0,0,0,10,0,10,10,1,6,2
BROADWAY ST / VANNESS AV,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,12,0,0,0,4,36,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,2,2
VANNESS AV / ELLIS ST,0,6,0,0,0,2,0,5,0,1,0,0,0,0,0,0,27,0,0,0,5,17,0,3,0,3,0,1,0,0,0,0,1,0,0,3,4,3,0
1100 Block of CALIFORNIA ST,0,9,0,0,5,0,0,0,0,0,0,0,1,6,0,0,30,0,0,0,22,13,0,0,1,1,0,2,0,0,1,0,12,0,4,15,10,4,1
CESAR CHAVEZ ST / GUERRERO ST,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
2000 Block of MARKET ST,1,142,1,2,76,2,1,138,7,1,1,2,42,45,1,1,753,1,0,13,238,195,0,0,3,54,0,6,3,0,21,1,38,0,49,63,29,224,13
1600 Block of SUNNYDALE AV,2,55,0,0,20,1,1,6,0,0,0,3,0,3,0,0,13,0,0,15,17,43,0,0,3,5,1,10,2,0,1,0,11,0,3,29,11,11,17
1800 Block of EDDY ST,1,39,0,0,18,0,0,7,1,0,0,0,2,1,0,3,15,1,0,21,14,23,0,0,0,8,0,10,5,0,0,0,12,0,1,13,6,11,12
24TH ST / FOLSOM ST,0,17,0,0,0,0,0,7,2,0,0,0,0,5,0,1,8,4,0,1,21,38,0,0,0,6,0,1,0,0,3,0,2,0,0,5,8,8,2
LOOMIS ST / FLOWER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23RD ST / UTAH ST,0,4,0,0,0,3,0,1,3,0,0,0,0,0,0,0,6,1,0,0,10,10,0,1,0,0,0,0,0,0,0,0,3,0,0,2,7,12,0
100 Block of SPEAR ST,0,11,0,0,9,1,0,0,0,1,0,0,1,9,0,0,80,0,0,0,21,11,0,0,0,4,0,0,0,0,1,0,15,0,1,8,4,1,0
1300 Block of MASONIC AV,0,3,0,0,5,1,0,0,0,0,0,0,1,1,0,0,5,0,0,1,13,2,0,0,0,0,0,0,0,0,0,1,4,0,1,1,4,0,0
0 Block of GENOA PL,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0 Block of RAUSCH ST,0,5,0,0,10,1,0,2,1,0,0,0,0,2,0,0,21,0,0,2,7,10,0,0,3,3,0,1,1,0,2,0,2,0,0,11,21,4,1
200 Block of MASON ST,0,25,0,0,9,0,0,14,0,0,0,0,0,18,0,0,88,0,0,1,43,17,0,2,1,3,0,0,1,0,4,0,8,0,32,6,12,13,1
1500 Block of SILVER AV,0,8,0,0,2,0,0,0,1,0,0,0,0,2,0,0,4,1,0,1,4,6,0,0,0,2,1,0,0,0,0,0,3,0,0,5,4,2,1
400 Block of 4TH AV,0,11,0,0,3,0,0,1,1,0,0,0,3,3,0,0,8,0,0,0,4,6,0,0,0,2,0,0,0,0,0,0,5,0,1,4,6,0,1
2100 Block of ALAMEDA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100 Block of SUTROHEIGHTS AV,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
100 Block of LANGTON ST,0,7,0,0,5,0,0,3,0,0,0,0,0,2,0,0,21,0,0,1,7,12,0,0,0,0,0,0,0,0,2,0,4,0,3,11,12,2,1
3700 Block of CALIFORNIA ST,1,5,0,0,2,1,0,0,0,0,0,0,1,2,0,0,26,0,0,4,41,4,0,0,0,1,0,1,1,0,0,0,16,0,6,5,2,1,0
1700 Block of OAK ST,0,2,0,0,5,0,0,3,0,0,0,0,0,3,0,0,10,0,0,4,7,4,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0
1200 Block of UTAH ST,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,5,1,0,2,2,4,0,0,0,1,2,1,0,0,0,0,2,0,0,3,8,2,0
GROVE ST / GOUGH ST,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0
300 Block of GROVE ST,0,5,0,0,13,0,0,0,0,0,0,0,0,2,0,0,42,0,0,1,8,6,0,0,2,8,0,0,0,0,2,0,3,0,0,12,3,1,1
0 Block of CLIFFORD TR,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,9,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0
900 Block of OFARRELL ST,2,5,0,0,3,1,0,5,0,0,0,0,0,0,0,1,17,0,0,0,2,12,0,0,0,1,0,2,0,0,0,0,1,0,1,14,0,0,0
JONES ST / GOLDEN GATE AV,0,22,0,0,0,1,2,154,1,0,0,0,1,1,0,0,23,2,1,0,14,124,0,0,0,11,0,0,0,0,0,0,7,0,1,6,7,45,3
1500 Block of MARKET ST,0,47,0,0,14,5,0,19,3,0,0,0,39,26,0,1,33,3,0,1,69,35,0,0,1,26,0,7,1,0,11,0,15,0,2,18,0,37,0
SAINT MARYS AV / MISSION ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
700 Block of MOUNT VERNON AV,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
1000 Block of POLK ST,1,142,0,0,6,6,0,25,6,0,0,0,52,7,0,0,102,0,0,15,99,42,0,2,0,17,0,5,11,0,11,0,42,0,10,12,7,44,6
1400 Block of 17TH AV,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0
200 Block of PENNSYLVANIA AV,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,2,0
34TH AV / VICENTE ST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400 Block of STOCKTON ST,1,13,0,0,9,1,1,7,2,0,1,1,4,12,0,0,258,0,0,2,12,20,0,0,1,6,1,0,2,0,2,0,9,0,11,34,92,7,0
2200 Block of 21ST AV,0,7,0,0,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,2,4,0,0,1,1,1,1,0,0,0,0,3,0,0,1,3,1,0
47TH AV / ORTEGA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33RD AV / ULLOA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATHENS ST / AMAZON AV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600 Block of GEARY ST,0,50,0,0,35,1,0,35,1,2,0,0,5,22,0,1,141,0,0,6,48,34,0,1,3,11,0,4,4,1,4,0,23,0,10,19,6,27,3
700 Block of POST ST,0,31,0,2,24,2,0,6,2,0,0,0,5,7,0,0,89,2,0,8,45,36,0,2,2,7,0,3,2,0,1,0,12,0,5,15,8,5,1
3RD ST / MISSION ST,0,6,0,0,1,0,1,1,2,0,0,0,1,3,0,0,60,0,0,2,35,39,0,0,0,15,0,1,0,0,0,0,2,0,0,11,6,3,1
19TH AV / WAWONA ST,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
3100 Block of MISSION ST,2,81,0,0,20,0,0,14,4,0,0,0,2,7,0,3,88,0,0,13,50,60,0,1,2,16,0,6,1,0,0,0,24,0,1,38,14,14,7
900 Block of LEAVENWORTH ST,0,5,0,0,4,1,0,3,0,0,0,0,2,0,0,0,13,0,0,0,6,7,0,0,0,2,0,2,0,0,0,0,1,0,0,5,6,2,0
BRYANT ST / 6TH ST,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,8,27,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0
GUERRERO ST / 18TH ST,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,3,12,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,0,0
300 Block of 11TH AV,1,9,0,0,2,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,7,2,0,1,0,0,0,2,3,0,0,1,2,0,1,3,5,1,0
200 Block of EDDY ST,1,208,0,0,34,10,3,189,8,0,1,3,7,11,2,8,80,4,2,33,213,155,0,1,1,27,0,25,11,0,1,0,88,0,15,33,15,92,12
MISSION ST / PERSIA AV,0,25,0,0,0,0,0,5,3,0,0,0,0,4,0,1,15,2,0,4,20,88,0,0,0,13,0,5,0,0,0,0,10,0,0,5,3,15,2
PAGE ST / BRODERICK ST,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0
900 Block of CONNECTICUT ST,1,98,0,0,42,2,0,57,1,0,0,0,3,2,0,4,17,0,0,17,27,53,0,0,3,14,1,17,5,0,0,0,33,0,16,36,20,46,13
3200 Block of 17TH ST,1,15,0,0,4,2,0,10,1,1,0,0,2,3,0,0,16,0,0,1,9,26,0,5,0,6,2,0,0,0,0,0,1,0,0,5,4,16,3
0 Block of SHRADER ST,0,5,0,0,2,1,0,1,1,0,0,0,1,0,0,0,10,1,0,253,38,4,0,0,1,0,1,0,0,0,1,0,1,0,0,1,4,0,0
100 Block of ELLIS ST,0,56,0,0,15,1,0,6,5,1,0,0,1,17,0,3,116,2,0,10,66,27,0,0,1,10,0,2,9,0,1,0,22,0,2,5,3,11,0
0 Block of TIOGA AV,0,5,0,0,5,0,0,1,0,0,0,0,0,2,0,0,5,0,0,0,7,1,0,0,0,1,0,0,1,0,0,1,1,0,0,7,11,1,0
3000 Block of SAN JOSE AV,0,14,0,0,0,0,0,2,1,0,0,0,3,1,0,0,18,1,0,0,4,8,0,0,0,15,0,0,0,0,1,0,3,0,1,4,3,8,0
NEWHALL ST / HUDSON AV,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
19TH AV / MORAGA ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0
300 Block of 3RD ST,0,10,0,0,7,0,0,0,0,0,0,0,0,3,0,0,47,0,0,1,23,9,0,0,0,4,0,1,1,0,0,0,7,0,0,7,7,1,0
400 Block of BARTLETT ST,0,8,0,0,3,0,1,9,0,0,0,0,2,1,0,1,11,0,0,2,8,12,0,0,1,3,0,1,2,0,0,0,5,0,1,1,9,2,0
